tweet_id,created_at,source,jpg_url,img_num,type,stage,name,rating_numerator,rating_denominator,retweet_count,favorite_count
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,Not Classified,Beau,13,10,2812,19317
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,puppo,Snoopy,13,10,4319,19763
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,Not Classified,Shadow,13,10,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,Not Classified,Emmy,14,10,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,Not Classified,Aja,13,10,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,Not Classified,Penny,12,10,3994,23258
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,Not Classified,Dante,13,10,5414,27907
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,Not Classified,Nelly,12,10,5880,27755
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,pupper,Ginger,12,10,3506,21125
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,Not Classified,Benedict,13,10,2511,19163
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,Not Classified,Venti,13,10,4903,28490
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,Not Classified,Goose,13,10,4497,25773
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky,Not Classified,Nugget,13,10,5081,22185
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,Not Classified,None,12,10,4922,26022
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,Not Classified,Cash,12,10,4875,28439
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,pupper,Jed,13,10,4308,26651
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,Not Classified,None,12,10,4125,23134
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,puppo,Sebastian,13,10,11007,35501
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,Not Classified,None,13,10,4143,24837
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,pupper,Sierra,12,10,1667,7467
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,doggo,None,12,10,5669,28031
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,Not Classified,None,13,10,3884,15029
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,Not Classified,Monkey,13,10,3911,21309
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,Not Classified,None,12,10,9429,41606
872261713294495745,2017-06-07 01:19:32+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever,Not Classified,Harry,13,10,6649,35085
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,Not Classified,Lassie,13,10,11918,39090
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,pupper,Rover,12,10,3678,20787
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor,doggo,Napolean,12,10,3628,20730
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie,Not Classified,Boomer,13,10,3999,23255
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,Not Classified,Cody,13,10,2817,12819
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,Not Classified,Zoey,13,10,27680,85011
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,Not Classified,Rumble,13,10,4384,22453
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,Not Classified,Dewey,13,10,10663,43710
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,Not Classified,Stanley,13,10,6728,29116
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,doggo,Scout,12,10,3327,16476
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,Not Classified,Gizmo,13,10,4023,21112
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,Not Classified,None,13,10,6275,28295
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,Not Classified,Cooper,12,10,2240,10539
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,Not Classified,None,12,10,4439,24964
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie,Not Classified,Harold,13,10,7788,35179
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog,puppo,Shikha,12,10,2697,16755
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,Not Classified,None,13,10,8425,33420
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,Not Classified,Lili,12,10,3727,20070
866450705531457537,2017-05-22 00:28:40+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French_bulldog,pupper,Jamesy,13,10,32883,106827
866334964761202691,2017-05-21 16:48:45+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,Samoyed,Not Classified,Coco,12,10,15546,54720
865718153858494464,2017-05-19 23:57:46+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever,Not Classified,Boomer,13,10,6008,26640
865359393868664832,2017-05-19 00:12:11+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake_Bay_retriever,Not Classified,Sammy,13,10,5384,27530
865006731092295680,2017-05-18 00:50:50+00:00,Twitter for iPhone,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,Not Classified,Nelly,13,10,8209,29063
864279568663928832,2017-05-16 00:41:21+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff,Not Classified,Meatball,12,10,3266,15195
864197398364647424,2017-05-15 19:14:50+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever,Not Classified,Paisley,13,10,9616,31459
863553081350529029,2017-05-14 00:34:33+00:00,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,Eskimo_dog,Not Classified,Neptune,13,10,4489,15935
863432100342583297,2017-05-13 16:33:49+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,Staffordshire_bullterrier,Not Classified,Belle,12,10,5664,24829
863062471531167744,2017-05-12 16:05:02+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French_bulldog,Not Classified,Quinn,13,10,2687,8945
862831371563274240,2017-05-12 00:46:44+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian_terrier,Not Classified,Zooey,13,10,5457,20011
862722525377298433,2017-05-11 17:34:13+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,basset,Not Classified,Dave,11,10,3809,17779
862096992088072192,2017-05-10 00:08:34+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,chow,Not Classified,None,13,10,21840,66437
861383897657036800,2017-05-08 00:54:59+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,Not Classified,Hobbes,13,10,11528,37744
861005113778896900,2017-05-06 23:49:50+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,1,German_shepherd,Not Classified,Burt,12,10,4119,17538
860563773140209665,2017-05-05 18:36:06+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,Cardigan,Not Classified,Lorenzo,13,10,2334,7878
860524505164394496,2017-05-05 16:00:04+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington_terrier,Not Classified,Carl,13,10,5698,24678
859924526012018688,2017-05-04 00:15:58+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French_bulldog,Not Classified,Milky,12,10,4349,20021
859851578198683649,2017-05-03 19:26:06+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,Labrador_retriever,Not Classified,Trooper,13,10,3780,16105
859607811541651456,2017-05-03 03:17:27+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,golden_retriever,puppo,None,13,10,1704,19476
858843525470990336,2017-05-01 00:40:27+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,golden_retriever,doggo,None,13,10,3771,16304
858471635011153920,2017-04-30 00:02:42+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,Not Classified,Sophie,13,10,5271,22640
858107933456039936,2017-04-28 23:57:28+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,golden_retriever,Not Classified,Wyatt,12,10,3154,16524
857989990357356544,2017-04-28 16:08:49+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French_bulldog,Not Classified,Rosie,12,10,2812,16952
857746408056729600,2017-04-28 00:00:54+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador_retriever,Not Classified,Thor,13,10,11524,36021
857393404942143489,2017-04-27 00:38:11+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,3,malamute,Not Classified,None,13,10,1785,6236
857263160327368704,2017-04-26 16:00:39+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,Not Classified,Oscar,13,10,4934,21041
857029823797047296,2017-04-26 00:33:27+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever,Not Classified,Zeke,12,10,4364,19910
856543823941562368,2017-04-24 16:22:16+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,Boston_bull,Not Classified,Callie,12,10,3131,17135
856282028240666624,2017-04-23 23:01:59+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,Chihuahua,Not Classified,Cermet,14,10,6841,29086
855851453814013952,2017-04-22 18:31:02+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,flat-coated_retriever,doggo-puppo,None,13,10,19196,47844
855459453768019968,2017-04-21 16:33:22+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim_spaniel,Not Classified,quite,12,10,8987,31657
854732716440526848,2017-04-19 16:25:34+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke,Not Classified,Marlee,12,10,6690,24188
854482394044301312,2017-04-18 23:50:52+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua,Not Classified,Arya,13,10,7608,31131
854365224396361728,2017-04-18 16:05:17+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke,Not Classified,Einstein,13,10,5159,20046
854120357044912130,2017-04-17 23:52:16+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,4,black-and-tan_coonhound,pupper,None,14,10,8285,33911
854010172552949760,2017-04-17 16:34:26+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English_springer,doggo-floofer,None,11,10,3433,17169
853760880890318849,2017-04-17 00:03:50+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,miniature_pinscher,Not Classified,Alice,12,10,6403,30414
853639147608842240,2017-04-16 16:00:07+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,German_shepherd,Not Classified,None,13,10,11265,37198
852912242202992640,2017-04-14 15:51:39+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great_Dane,Not Classified,Benny,12,10,2037,9658
852672615818899456,2017-04-13 23:59:28+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,golden_retriever,Not Classified,Aspen,12,10,2388,15939
852553447878664193,2017-04-13 16:05:56+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,bloodhound,Not Classified,Jarod,13,10,3885,17492
851591660324737024,2017-04-11 00:24:08+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,Cardigan,Not Classified,None,11,10,3819,17300
850753642995093505,2017-04-08 16:54:09+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,pug,Not Classified,Kyle,11,10,10352,33348
850380195714523136,2017-04-07 16:10:12+00:00,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,Yorkshire_terrier,Not Classified,Leo,13,10,2915,13994
850019790995546112,2017-04-06 16:18:05+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,Shetland_sheepdog,pupper,Boomer,12,10,5459,21944
849776966551130114,2017-04-06 00:13:11+00:00,Twitter for iPhone,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,2,Chihuahua,Not Classified,None,12,10,8404,32390
